,ADAL,ADAR,ADEL,ADER,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,AIAL,AIAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,BDUL,BDUR,CEPDL,CEPDR,CEPVL,CEPVR,DVA,DVC,FLPL,FLPR,HSNL,HSNR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,PVCL,PVCR,PVNL,PVNR,PVPL,PVPR,PVQL,PVQR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RID,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,RIS,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SAADL,SAADR,SAAVL,SAAVR,SABD,SDQL,SDQR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,VB01,VB02,VC01,VD01
ADAL,0,718,9581,263,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,1010,0,2846,0,4595,0,0,0,114,0,0,0,0,0,0,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,370,2427,0,596,0,616,0,0,0,0,0,14366,9787,3811,1135,0,0,0,0,0,0,3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178,0,0,0,0,0,0,0,5268,0,0,0
ADAR,0,0,91,6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1030,0,1567,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,61,0,1044,0,44,2215,0,0,0,0,0,10490,6106,0,0,3331,0,0,0,0,0,0,6711,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263,0,0,0,0,0,0,0,0,0,0
ADEL,0,0,0,37158,0,0,0,0,0,0,0,0,0,0,0,0,3652,789,0,0,0,0,1688,0,0,9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,516,1765,0,0,0,73,3240,1641,0,0,0,0,0,0,0,0,0,6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,2681,0,7905,8857,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,11842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,0,0,0,0,0,0,0,3531,594,0,0
ADER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,9012,0,0,0,0,4034,0,0,0,15680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,3747,1473,198,1183,0,0,0,0,0,0,0,0,0,0,4708,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,1431,0,0,0,0,3138,0,0,0,0,0,0,0,0,0,3052,11428,2509,0,0,0,0,0,1655,0,0,0,0,0,0,0,0,0,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,2409,0,0,0
ADFL,3451,0,0,0,0,0,0,0,9888,0,0,0,0,0,4623,0,0,0,0,0,0,0,0,0,0,0,0,277,4289,321,739,0,0,0,0,0,0,0,0,0,28883,23,0,0,0,0,0,0,0,0,0,0,0,4388,0,0,0,0,0,0,21603,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,988,2657,0,3398,0,399,0,0,0,0,14803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0
ADFR,0,3315,0,0,97,0,0,0,0,151,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,4207,5250,3616,0,0,0,0,0,0,0,0,0,0,388,23699,0,0,0,0,0,0,0,0,0,0,28747,0,0,0,0,0,0,0,0,27601,0,0,0,0,5087,0,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,14232,0,0,0,0,0,0,0,0,0,0,0,0,3401,0,7546,5012,0,0,0,0,21316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0
ADLL,7654,0,140,0,2044,0,0,5217,0,0,7632,0,17694,0,101,0,0,712,170,0,91,0,13699,1692,0,0,0,62,10249,18367,1970,0,0,0,0,0,82,0,0,0,0,0,7798,444,6951,0,917,8237,723,0,1533,2076,0,8913,1401,1090,0,0,0,0,30460,0,22731,0,0,1703,0,0,633,0,0,0,25,0,1279,0,0,0,0,0,344,0,191,0,0,0,0,0,579,0,0,0,1321,0,0,0,1446,0,0,0,0,1776,0,0,1761,0,10946,0,161,0,0,0,0,0,173,1040,2123,2768,0,214,0,0,1435,0,655,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,913,0,0,503,0,0,0,767,0,200,0,18485,0,0,0,0,0,0,0,0,0,0,0,1801,0,86,0,272,0,0,0,0,0
ADLR,0,10956,0,254,0,109,0,0,0,0,509,10473,214,23578,0,0,0,0,0,120,0,0,5439,0,302,0,0,0,0,25536,0,496,0,0,0,2029,0,41,0,0,0,0,0,3455,520,1189,5830,243,0,0,0,40,5932,0,2530,270,0,0,0,0,0,27967,0,18213,0,15714,0,0,0,96,0,0,0,16239,0,0,0,0,0,0,0,43,0,340,0,190,0,0,0,691,0,0,0,787,0,0,0,5597,0,0,5875,1059,0,0,0,3249,0,7127,264,0,0,0,0,0,2568,5050,141,0,2721,0,0,0,0,0,0,282,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,941,0,0,0,0,0,0,0,0,829,1111,741,0,150,0,28894,0,0,0,0,0,0,0,287,0,5798,0,8225,0,0,0,255,0,0,0,0
AFDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,30346,0,0,0,0,0,0,0,0,0,0,4627,14584,0,0,0,0,0,0,0,0,0,0,24068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17995,0,0,0,0,0,0,1788,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,96,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0
AFDR,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,28856,13351,0,0,0,0,0,0,0,0,0,0,15279,8217,0,0,0,0,0,0,0,0,0,0,40,23131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21608,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382,0,0,0,796,0,0,0,0,0,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,1646,0,0,0,3411,0,0,0,928,0,0,0,49300,1066,19201,0,0,3314,1456,0,13601,23,146,0,0,0,0,0,6105,18467,44651,0,0,0,0,0,7590,0,0,0,0,0,0,0,0,0,0,0,0,36,2877,1394,0,0,0,136,0,0,0,0,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357,327,0,0,0,0,0,0,0,0,0,9989,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,1509,0,0,0,1880,0,0,0,432,4586,0,0,55416,0,12102,3180,0,0,2778,0,8575,0,0,0,0,0,0,3138,6309,0,51377,0,0,0,0,0,7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,4517,0,0,0,0,0,0,0,0,0,0,0,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,809,0,0,0,15025,0,0,0,0,0,0,0,0,0,0,17012,0,0,0,0,222,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,1282,3753,0,0,888,2639,0,0,7196,0,0,0,0,0,21,0,0,6613,4709,0,3943,25930,0,0,0,0,0,3117,32960,7796,14425,0,0,0,0,0,0,0,0,0,303,924,0,0,0,0,0,0,7518,5189,0,0,0,185,0,0,7436,5141,5151,0,548,0,0,0,0,0,869,0,0,0,0,0,0,0,8337,7133,2852,1045,0,0,0,0,0,0,0,98,0,0,0,0,0,167,0,1057,0,0,0,0,0,0,0,0,0,0,0,6338,0,0,0,5839,0,490,0,4363,0,659,0,2380,892,1271,14736,0,3050,35165,0,0,115,1564,11387,463,0,0,0,0,0,0,1159,0,0,0,4449,7072,0,0,1708,3732,1488,0,0,149,9609,0,14236,0,346,0,0,1930,735,0,7503,0,0,0,16222,0,216,0,0,0,344,0,0,0,0,0,0,0,248,0,1213,0,0
AIBR,5302,3049,0,0,992,0,0,0,0,9225,0,0,5764,0,0,122,8542,0,0,5175,25116,964,0,0,0,0,0,1841,6627,49698,0,7913,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,6783,7009,0,0,0,0,0,0,7572,5206,3235,0,228,536,0,0,0,0,0,1661,0,0,0,0,0,0,8616,11243,1092,338,0,0,0,0,0,0,926,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0,0,95,0,8762,3455,0,7429,0,0,7936,1461,0,2277,17022,924,0,35072,2911,0,0,2823,7540,664,7239,1211,0,0,0,391,0,0,0,0,1899,3269,2099,0,0,3856,2683,0,1588,784,291,212,13751,0,586,0,0,3989,828,729,2093,0,0,475,9643,0,2757,635,0,0,1317,0,0,0,0,0,773,0,1616,0,4532,0,0,0
AIML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601,3111,2349,251,500,74,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,1899,0,0,0,0,0,0,0,310,0,1710,5770,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,6996,13820,0,4881,0,831,0,1118,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,729,0,0,0,5099,1175,0,0,0,0,0,0,2764,0,0,8950,0,0,0,0,0,0,0,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0
AINL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,20620,0,0,0,0,0,0,0,0,0,0,1650,0,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23828,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,16007,2672,0,0,0,0,0,0,0,0,0,0,0,5154,410,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28128,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0
AIYL,199,0,0,0,5379,0,0,0,56757,0,0,0,0,0,4877,0,0,1873,0,0,0,0,0,0,0,0,0,0,36403,17469,1214,0,0,0,0,0,0,0,0,0,9817,0,0,0,0,0,0,0,0,752,0,0,0,0,0,3464,4360,0,0,0,21556,0,0,0,0,0,0,2654,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,14667,340,24010,0,0,0,0,2227,0,265,617,8157,2758,0,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,0,0,0,0,0,0,7,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,0,0,0,0,0,8476,0,0,469,50177,0,0,0,0,0,9798,900,118,5280,0,0,0,0,0,0,0,0,0,27899,45881,0,3500,0,0,0,0,0,0,0,0,220,23451,0,0,0,0,0,0,0,0,0,0,13,0,2709,0,0,9008,0,1224,363,19825,0,0,0,0,6855,1084,0,0,0,0,0,0,350,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15285,0,30227,0,0,0,0,1406,0,0,9132,0,847,0,0,6455,581,0,44,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,3574,0,782,0,204,0,3723,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,137,0,0,0,33858,0,0,0,22526,0,0,0,0,0,196,0,0,0,25101,161,0,0,0,0,0,0,0,175,7663,900,7137,0,0,0,0,0,0,0,0,0,4839,0,0,0,0,0,0,0,10237,20001,0,0,0,1363,0,0,113,638,0,0,21646,0,0,0,0,0,0,3359,0,0,0,0,0,0,16332,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,38763,1990,7635,0,1036,0,405,1813,244,21547,180,12451,22169,0,0,0,12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,2755,0,0,0,200,148,148,1018,30792,426,15633,406,86,0,0,0,0,0,0,0,0,0,0,0,575,0,129,0,106,463,0,0
AIZR,0,1260,0,0,38,27031,0,0,0,15928,0,0,0,0,0,0,0,0,1227,16753,6457,0,0,0,0,0,0,642,5801,1575,0,7263,0,0,0,0,0,0,0,0,222,7181,0,0,0,0,0,0,20533,17744,0,0,334,0,0,0,211,0,0,0,0,20500,0,0,0,0,4605,0,0,0,0,0,0,0,16725,7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,486,32333,0,10416,0,1590,10,0,1366,1720,23166,15163,0,23568,0,0,15348,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,99,0,0,988,0,0,0,3157,0,0,2044,0,4818,0,2711,28010,1959,19180,0,1418,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,1037,444,683,1023,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11748,7372,0,0,0,0,0,0,0,0,10460,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,33,0,6953,0,0,0,0,0,0,0,0,0,0,0,11031,0,60,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,281,0,0,989,0,0,0,3863,0,0,0,0,0,0,0,0,20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13063,837,0,0,0,0,8493,0,0,0,0,0,234,748,854,14859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,2617,0,3980,0,0,0,0,0,0,0,0,0,0,0,3195,0,141,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,2,0,224,827,0,0,0,0,7018,0,0,0,0,0,0,0,0,0,29057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13796,2033,0,0,0,0,7973,0,0,0,0,0,0,0,0,0,6660,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0
ALNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,172,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
AQR,0,5497,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,212,0,0,0,0,0,0,0,0,0,0,5774,3161,4014,0,2668,240,0,10,0,0,0,0,0,0,28083,26719,0,0,0,0,0,0,74332,7665,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,54,0,0,0,0,0,0,39512,43933,0,0,0,1865,0,0,0,0,0,0,111,0,56,2096,1077,0,0,0,0,0,17218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,343,0,305,0,0,0,0
