0,0.01425,0.07886,0.040364,0.010728,0.060065,0.04385,0.044788,0.015707,0.06811,0.041427,0.010504,0.056708,0.045071
0.01425,0,0.027651,0.12778,0.010376,0.044443,0.021076,0.012433,0.1183,0.017228,0.11551,0.0030797,0.034224,0.014291
0.07886,0.027651,0,0.10922,0.060265,0.28453,0.25202,0.067242,0.019698,0.40311,0.10268,0.06263,0.27657,0.23479
0.040364,0.12778,0.10922,0,0.02594,0.090291,0.13723,0.040425,0.11414,0.097654,0.31889,0.028379,0.07981,0.11978
0.010728,0.010376,0.060265,0.02594,0,0.087992,0.066003,0.0095714,0.0034282,0.056774,0.020787,0.021883,0.067238,0.058663
0.060065,0.044443,0.28453,0.090291,0.087992,0,0.22615,0.057128,0.031388,0.27356,0.081836,0.074483,0.41031,0.21588
0.04385,0.021076,0.25202,0.13723,0.066003,0.22615,0,0.047403,0.014226,0.23607,0.12703,0.076395,0.22139,0.35804
0.044788,0.012433,0.067242,0.040425,0.0095714,0.057128,0.047403,0,0.016336,0.08289,0.045283,0.014205,0.068879,0.051714
0.015707,0.1183,0.019698,0.11414,0.0034282,0.031388,0.014226,0.016336,0,0.020039,0.14362,0.011463,0.04058,0.017711
0.06811,0.017228,0.40311,0.097654,0.056774,0.27356,0.23607,0.08289,0.020039,0,0.10155,0.064391,0.29127,0.24593
0.041427,0.11551,0.10268,0.31889,0.020787,0.081836,0.12703,0.045283,0.14362,0.10155,0,0.035846,0.090817,0.13739
0.010504,0.0030797,0.06263,0.028379,0.021883,0.074483,0.076395,0.014205,0.011463,0.064391,0.035846,0,0.094907,0.081454
0.056708,0.034224,0.27657,0.07981,0.067238,0.41031,0.22139,0.068879,0.04058,0.29127,0.090817,0.094907,0,0.23389
0.045071,0.014291,0.23479,0.11978,0.058663,0.21588,0.35804,0.051714,0.017711,0.24593,0.13739,0.081454,0.23389,0